pillar,module,topic,slug,title,inferred_archetype,confidence_band
P05,rabbitmq,rabbitmq-fundamentals,dead-letter-queue-spring-kafka-rabbitmq,Dead Letter Queue: Handling Failed Events in Spring,A,medium
P05,rabbitmq,rabbitmq-fundamentals,rabbitmq-acknowledgment-modes,RabbitMQ Acknowledgment Modes: Auto vs Manual,B,medium
P05,rabbitmq,rabbitmq-fundamentals,rabbitmq-clustering-high-availability,RabbitMQ Clustering and High Availability,A,medium
P05,rabbitmq,rabbitmq-fundamentals,rabbitmq-exchange-types,"RabbitMQ Exchange Types: Direct, Fanout, Topic, and Headers",A,medium
P05,rabbitmq,rabbitmq-fundamentals,rabbitmq-message-durability,RabbitMQ Message Durability and Persistence,A,medium
P05,rabbitmq,rabbitmq-fundamentals,rabbitmq-publisher-confirms,RabbitMQ Publisher Confirms: Reliable Message Publishing,A,medium
P05,rabbitmq,rabbitmq-fundamentals,rabbitmq-vs-kafka,RabbitMQ vs Kafka: Choosing the Right Message Broker,B,medium
P05,rabbitmq,rabbitmq-fundamentals,spring-amqp-setup,Setting Up Spring AMQP: RabbitTemplate and @RabbitListener,A,medium
P05,rabbitmq,rabbitmq-fundamentals,spring-amqp-testing-embedded,Testing Spring AMQP with Embedded RabbitMQ,A,medium
P06,low-level-design,lld-fundamentals,oo-design-with-solid-and-composition,Applying SOLID and Composition in LLD Problems,F,high
P06,low-level-design,parking-lot,design-parking-lot-system,Design a Parking Lot — Low-Level Design,F,high
P06,low-level-design,vending-machine,design-vending-machine,Design a Vending Machine — Low-Level Design,F,high
P06,system-design,caching-at-scale,cdn-edge-caching,CDN and Edge Caching: Reducing Latency for Global Users,F,high
P06,system-design,caching-at-scale,design-distributed-cache,Distributed Caching Strategy — Patterns and Trade-offs,F,high
P06,system-design,caching-at-scale,design-in-memory-kv-store-ttl-java,Design an In-Memory Key-Value Store with TTL,F,high
P06,system-design,caching-at-scale,design-thread-safe-lru-cache-java,Design a Thread-Safe LRU Cache in Java,F,high
P06,system-design,cap-theorem,cap-theorem-trade-offs,"CAP Theorem: Consistency, Availability, and Partition Tolerance Trade-offs",F,high
P06,system-design,capacity-planning,back-of-envelope-estimation,Back-of-Envelope Estimation: Capacity Planning for System Design,F,high
P06,system-design,database-design-at-scale,database-replication-strategies,"Database Replication: Master-Slave, Master-Master, and Quorum Reads",F,high
P06,system-design,design-fundamentals,api-gateway-pattern,API Gateway Pattern: Single Entry Point for Microservices,F,high
P06,system-design,design-fundamentals,consistent-hashing,Consistent Hashing: How Distributed Systems Distribute Data,F,high
P06,system-design,event-driven-design,design-event-sourcing-audit-log,Audit Log Design and Event Sourcing,F,high
P06,system-design,event-driven-design,design-pubsub-event-bus-java,Design a Pub/Sub Event Bus in Java,F,high
P06,system-design,event-driven-design,message-queues-vs-event-streams,Message Queues vs Event Streams: RabbitMQ vs Kafka Trade-offs,F,high
P06,system-design,high-availability,design-retry-exponential-backoff-java,Design a Retry Mechanism with Exponential Backoff,F,high
P06,system-design,load-balancing,load-balancing-strategies,"Load Balancing Strategies: Round Robin, Least Connections, Consistent Hashing",F,high
P06,system-design,scalability,horizontal-vs-vertical-scaling,Horizontal vs Vertical Scaling: When to Scale Out vs Scale Up,F,high
P06,system-design,scenario-based,design-connection-pool-manager-java,Design a Connection Pool Manager in Java,F,high
P06,system-design,scenario-based,design-job-queue-system,Design a Background Job Queue System,F,high
P06,system-design,scenario-based,design-rate-limiter-component-java,Design a Rate Limiter Component in Java (Code-Level),F,high
P06,system-design,scenario-based,design-read-write-separation-cqrs,Read/Write Separation and CQRS Pattern,F,high
P06,system-design,scenario-based,design-task-scheduler-job-queue-java,Design a Task Scheduler / Job Queue in Java,F,high
P06,system-design-cases,chat-system,design-chat-messaging-system,Design a Chat/Messaging System (WhatsApp),F,high
P06,system-design-cases,notification-service,design-notification-service,"Design a Notification Service (Email, SMS, Push)",F,high
P06,system-design-cases,payment-system,design-api-idempotency-payments,Idempotent Payment API Design,F,high
P06,system-design-cases,payment-system,design-ecommerce-order-management,Design an E-Commerce Order Management System,F,high
P06,system-design-cases,rate-limiter,design-rate-limiter,Design a Distributed Rate Limiter,F,high
P06,system-design-cases,scenario-based,design-file-storage-service,Design a File Storage Service (Dropbox / Google Drive),F,high
P06,system-design-cases,scenario-based,design-leaderboard-system,Design a Real-Time Gaming Leaderboard,F,high
P06,system-design-cases,scenario-based,design-ride-sharing-service,Design a Ride-Sharing Service (Uber),F,high
P06,system-design-cases,scenario-based,design-video-streaming-platform,Design a Video Streaming Platform (YouTube / Netflix),F,high
P06,system-design-cases,search-autocomplete,design-search-autocomplete,Design Search Autocomplete for a Product Catalog,F,high
P06,system-design-cases,social-media-feed,design-social-media-feed,Design a Social Media Feed (Twitter/Instagram Timeline),F,high
P07,application-security,comparisons,sast-vs-dast-vs-iast-vs-sca-security-scanning-comparison,"Security Scanning Compared: SAST, DAST, IAST, SCA, Secrets, Container, IaC — and Token Formats",B,high
P07,application-security,compliance,compliance-soc2-pci-hipaa-gdpr-java-engineering,"Compliance for Engineers: SOC 2, PCI-DSS, HIPAA, GDPR for Java Backends",A,medium
P07,application-security,encryption,encryption-at-rest-in-transit-key-management-java,"Encryption at Rest, In Transit, and Key Management for Java Services",A,medium
P07,application-security,owasp-top-10,owasp-top-10-2021-java-spring-mitigations,OWASP Top 10: Each Risk and Java/Spring Mitigations,A,medium
P07,application-security,scenario-based,production-aws-credentials-leaked-public-github-incident-response,Scenario: Leaked AWS Credentials in Public GitHub — Hour-by-Hour Incident Response and Remediation,D,high
P07,application-security,secrets-management,secrets-management-vault-aws-secrets-kubernetes,"Secrets Management: Vault, AWS Secrets Manager, and Kubernetes Patterns",A,medium
P07,application-security,secure-coding,secure-coding-practices-java-spring-boot,"Secure Coding for Java/Spring: Input Validation, Output Encoding, Auth, Crypto, Dependencies",A,medium
P07,application-security,security-architecture,security-architecture-zero-trust-defense-in-depth-java,"Security Architecture for Java Microservices: Zero Trust, Defense in Depth",A,medium
P07,application-security,security-testing,security-testing-sast-dast-sca-iast-pentest-java,"Security Testing for Java: SAST, DAST, SCA, IAST, Pen Testing in CI/CD",A,medium
P07,application-security,vulnerability-scanning,vulnerability-scanning-cve-management-java,Vulnerability Scanning and CVE Management for Java Services,A,medium
P08,unit-testing,chaos-testing,chaos-engineering-java-microservices-game-days,Chaos Engineering for Java Microservices: From Game Days to Continuous Chaos,A,medium
P08,unit-testing,comparisons,test-pyramid-vs-trophy-vs-diamond-testcontainers-vs-mocks-contract-vs-e2e,"Modern Testing Strategies Compared: Pyramid, Trophy, Diamond, Testcontainers vs Mocks, Contract vs E2E",B,high
P08,unit-testing,contract-testing,consumer-driven-contract-testing-pact-spring-cloud,Consumer-Driven Contract Testing with Pact and Spring Cloud Contract,A,medium
P08,unit-testing,integration-testing,integration-testing-spring-boot,"Integration Testing in Spring Boot — @SpringBootTest, @DataJpaTest, @WebMvcTest",A,medium
P08,unit-testing,integration-testing,testing-kafka-embedded-kafka,Testing Kafka with @EmbeddedKafka,A,medium
P08,unit-testing,mocking-with-mockito,mockito-mock-spy-mockbean,Mockito: @Mock vs @Spy vs @MockBean,B,medium
P08,unit-testing,mocking-with-mockito,mockito-mock-spy-verify-argumentcaptor,"Mockito Deep Dive — @Mock, @Spy, verify(), ArgumentCaptor",A,medium
P08,unit-testing,performance-testing,performance-load-stress-soak-spike-testing-java,"Performance Testing for Java Backends: Load, Stress, Soak, Spike",A,medium
P08,unit-testing,spring-boot-testing,mockmvc-controller-testing,MockMvc for Controller Testing,A,medium
P08,unit-testing,spring-boot-testing,mockmvc-testing-controllers,MockMvc — Testing REST Controllers Without Starting a Server,A,medium
P08,unit-testing,spring-boot-testing,spring-test-slices-comparison,Test Slices: @WebMvcTest vs @DataJpaTest vs @SpringBootTest,B,medium
P08,unit-testing,spring-boot-testing,springboottest-and-slice-variants,@SpringBootTest and Its Slice Variants,A,medium
P08,unit-testing,spring-boot-testing,testing-spring-security,Testing Spring Security (with and without Auth),A,medium
P08,unit-testing,tdd-practices,tdd-practices-red-green-refactor-java-spring,"TDD in Practice for Java/Spring: Red-Green-Refactor, BDD, Mocking, Pitfalls",A,medium
P08,unit-testing,test-automation,test-automation-strategy-pyramid-flakiness-java,"Test Automation Strategy for Java Microservices: Pyramid, Flakiness, CI",A,medium
P08,unit-testing,testcontainers,datajpatest-with-testcontainers,Testing with @DataJpaTest and Testcontainers,A,medium
P08,unit-testing,testcontainers,testcontainers-real-database-integration,Testcontainers: Real Databases in Integration Tests,A,medium
P08,unit-testing,testcontainers,testcontainers-spring-boot,Testcontainers — Running Real Databases in Tests,A,medium
P08,unit-testing,testing-strategies,modern-test-pyramid-diamond-strategies-java,Modern Test Strategy: Pyramid vs Diamond vs Trophy for Java Services,B,medium
P08,unit-testing,unit-testing-advanced,code-coverage-jacoco-spring-boot,Code Coverage with JaCoCo — What to Measure and What to Ignore,A,medium
P08,unit-testing,unit-testing-advanced,testing-async-completablefuture,Testing Async / CompletableFuture Code,A,medium
P08,unit-testing,unit-testing-basics,junit5-assertions-assertj,JUnit 5 Assertions and AssertJ — Fluent Test Assertions,A,medium
P08,unit-testing,unit-testing-basics,parameterized-test-method-source,@ParameterizedTest and @MethodSource in JUnit 5,A,medium
P08,unit-testing,unit-testing-basics,parameterized-tests-junit5,"Parameterized Tests in JUnit 5 — @ValueSource, @CsvSource, @MethodSource",A,medium
P08,unit-testing,unit-testing-basics,tdd-red-green-refactor,Test-Driven Development: Red-Green-Refactor Cycle,A,medium
P08,unit-testing,unit-testing-basics,test-driven-development-tdd-java,Test-Driven Development (TDD) — Red-Green-Refactor in Java,A,medium
P08,unit-testing,unit-testing-basics,testing-exceptions-junit5,Testing Exceptions in JUnit 5 — assertThrows and Exception Messages,A,medium
P08,unit-testing,unit-testing-basics,unit-testing-best-practices-java,"Unit Testing Best Practices — Naming, Arrange-Act-Assert, Test Isolation",A,medium
P08,unit-testing,unit-testing-basics,unit-vs-integration-vs-e2e-testing,Unit vs Integration vs End-to-End Testing,B,medium
P09,cicd,cicd-fundamentals,matrix-strategy-multi-version-java-testing,Matrix Strategy for Multi-Version Java Testing in GitHub Actions,A,medium
P09,cicd,cicd-fundamentals,trigger-workflows-pull-requests-protect-branches,Triggering Workflows on Pull Requests and Protecting Branches,A,medium
P09,cicd,comparisons,github-actions-vs-jenkins-vs-gitlab-ci,"GitHub Actions vs Jenkins vs GitLab CI: Hosting, Cost, Lock-in",B,high
P09,cicd,comparisons,trunk-based-vs-gitflow-vs-github-flow,"Branching Models Compared: Trunk-Based, GitFlow, GitHub Flow",B,high
P09,cicd,deployment-strategies,blue-green-canary-rolling-comparison,Rolling vs Blue-Green vs Canary Deployments: Which to Use When,E,high
P09,cicd,deployment-strategies,feature-flags-trunk-based-development,Feature Flags + Trunk-Based Development: Continuous Deployment Pattern,A,medium
P09,cicd,deployment-strategies,shift-left-testing-pipeline,Shift-Left Testing in CI/CD: Catching Bugs Earlier,A,medium
P09,cicd,github-actions,cache-maven-gradle-dependencies-github-actions,Caching Maven and Gradle Dependencies in GitHub Actions,A,medium
P09,cicd,github-actions,deploy-spring-boot-github-actions,Deploying a Spring Boot Application with GitHub Actions,A,medium
P09,cicd,github-actions,environment-specific-deployments-github-actions,Environment-Specific Deployments with GitHub Actions,A,medium
P09,cicd,github-actions,github-actions-reusable-workflows,GitHub Actions Reusable Workflows Explained,A,medium
P09,cicd,github-actions,java-cicd-pipeline-github-actions,Building a Java CI/CD Pipeline with GitHub Actions,A,medium
P09,cicd,github-actions,manage-secrets-github-actions,Managing Secrets in GitHub Actions,A,medium
P09,cicd,github-actions,sonarqube-code-quality-github-actions,Setting Up SonarQube Code Quality Checks in GitHub Actions,A,medium
P09,cicd,rollback-strategies,automated-rollback-on-slo-regression,Automated Rollback on SLO Regression: Argo Rollouts + Prometheus,A,medium
P09,cicd,rollback-strategies,kubernetes-rollback-strategies,"Kubernetes Rollback: kubectl undo, Helm rollback, GitOps revert",A,medium
P09,cicd,scenario-based,cicd-pipeline-suddenly-slow-debug,"Pipeline Suddenly Slow: Profile, Cache, Parallelize",D,high
P09,cicd,scenario-based,cicd-secrets-leaked-in-build-logs,"Leaked Secret in CI Logs: Rotate, Audit, Prevent",D,high
P09,docker,comparisons,docker-build-vs-buildah-vs-kaniko,Docker Build vs Buildah vs Kaniko: Image Builders Compared,B,high
P09,docker,comparisons,docker-vs-podman-vs-containerd,Docker vs Podman vs containerd: Container Runtimes Compared,B,high
P09,docker,comparisons,docker-vs-vm-virtualization-comparison,"Containers vs VMs: Architecture, Performance, and When to Use Each",E,high
P09,docker,docker-compose,docker-compose-spring-boot-postgres-redis,Docker Compose for Local Spring Boot + PostgreSQL + Redis Dev,A,medium
P09,docker,docker-fundamentals,debugging-spring-boot-in-docker,"Debugging Spring Boot in Docker: Logs, Exec, and Remote Debug",D,medium
P09,docker,docker-fundamentals,docker-container-resource-limits-jvm,Container Resource Limits for JVM Apps: CPU and Memory Configuration,A,medium
P09,docker,docker-fundamentals,docker-health-checks-spring-boot,Docker Health Checks for Spring Boot with Actuator,A,medium
P09,docker,docker-fundamentals,docker-volumes-named-vs-bind-mounts,Docker Volumes: Named Volumes vs Bind Mounts,B,medium
P09,docker,docker-fundamentals,jvm-memory-docker-container-limits,JVM Memory in Docker: -Xmx vs Container Limits and OOMKilled,B,medium
P09,docker,docker-networking,docker-networking-bridge-host-overlay,Docker Networking: Bridge vs Host vs Overlay,B,medium
P09,docker,docker-security,docker-environment-variables-vs-secrets,Docker Secrets vs Environment Variables for Sensitive Config,B,medium
P09,docker,docker-security,docker-image-scanning-security-best-practices,Docker Image Security: Scanning and Best Practices for Java,A,medium
P09,docker,docker-security,docker-non-root-user-java-security,Running Non-Root User in Docker: Security Best Practice for Java,A,medium
P09,docker,multi-stage-builds,docker-layer-caching-optimization,Docker Layer Caching: How It Works and Optimization Tips,A,medium
P09,docker,multi-stage-builds,multistage-dockerfile-spring-boot,"Multi-Stage Dockerfile for Spring Boot: Smaller, Faster Images",A,medium
P09,docker,scenario-based,docker-container-cant-reach-host-service,Container-to-Host Networking: Debugging localhost from Inside a Container,D,high
P09,docker,scenario-based,docker-image-pull-rate-limit-fix,"Docker Hub Rate Limits in CI: Mirror, Cache, and Auth Strategy",D,high
P09,docker,scenario-based,spring-boot-container-oomkilled-debug,Diagnosing OOMKilled in Spring Boot Container: Step-by-Step,D,high
P09,git-build-tools,code-quality-gates,git-hooks-code-quality,Git hooks for enforcing code quality,A,medium
P09,git-build-tools,comparisons,git-merge-vs-rebase-vs-squash,Git Merge vs Rebase vs Squash: Integration Strategy Compared,B,high
P09,git-build-tools,git-internals,git-bisect-find-bug-commit,Git bisect for finding the commit that introduced a bug,C,high
P09,git-build-tools,git-internals,git-interactive-rebase-squashing-commits,Git interactive rebase — squashing and editing commits,C,high
P09,git-build-tools,git-internals,monorepo-vs-polyrepo,Monorepo vs polyrepo strategies,B,medium
P09,git-build-tools,git-workflows,cherry-pick-vs-merge-vs-rebase-backporting,Cherry-pick vs merge vs rebase for backporting fixes,B,medium
P09,git-build-tools,git-workflows,git-flow-vs-trunk-based-development,Git flow vs trunk-based development,B,medium
P09,git-build-tools,git-workflows,git-merge-vs-rebase,Git merge vs rebase — when to use each,E,high
P09,git-build-tools,git-workflows,resolving-merge-conflicts,How to resolve merge conflicts effectively,A,medium
P09,git-build-tools,scenario-based,accidentally-committed-secret-to-git,"Secret Committed to Git: Rotate, Purge, Prevent",D,high
P09,java-build-tools,comparisons,maven-vs-gradle-vs-bazel,Maven vs Gradle vs Bazel: When to Pick Each Build Tool,B,high
P09,java-build-tools,gradle-build,gradle-build-script-spring-boot,Writing a Gradle Build Script for a Spring Boot Project,A,medium
P09,java-build-tools,gradle-build,gradle-dependency-management,Gradle Dependency Management Explained,A,medium
P09,java-build-tools,gradle-build,gradle-incremental-build,Gradle Incremental Build: How It Works,A,medium
P09,java-build-tools,gradle-build,gradle-multi-module-project,Configuring Gradle for Multi-Module Projects,A,medium
P09,java-build-tools,gradle-build,gradle-wrapper-why-use-it,The Gradle Wrapper: What It Is and Why to Use It,A,medium
P09,java-build-tools,maven-build,maven-dependency-scopes,"Maven Dependency Scopes: compile, test, provided, runtime",A,medium
P09,java-build-tools,maven-build,maven-lifecycle-phases,Maven Lifecycle Phases Explained,C,high
P09,java-build-tools,maven-build,maven-multi-module-project,Creating a Multi-Module Maven Project,A,medium
P09,java-build-tools,maven-build,maven-pom-inheritance-aggregation,Maven POM Inheritance and Aggregation,A,medium
P09,java-build-tools,maven-build,maven-profiles-environment-builds,Maven Profiles for Environment-Specific Builds,A,medium
P09,java-build-tools,maven-build,maven-transitive-dependencies-conflict-resolution,Maven Transitive Dependencies and Conflict Resolution,G,medium
P09,java-build-tools,maven-build,maven-vs-gradle-comparison,Maven vs Gradle: Key Differences,B,medium
P09,java-build-tools,maven-build,publish-artifact-nexus-maven,Publishing an Artifact to Nexus with Maven,A,medium
P09,java-build-tools,maven-build,publish-java-library-maven-central-gradle,Publishing a Java Library to Maven Central with Gradle,A,medium
P09,java-build-tools,scenario-based,maven-build-fails-only-on-ci,"Maven Works Locally, Fails on CI: Reproducibility Debug",D,high
P09,jenkins,jenkins-pipelines,declarative-jenkins-pipeline-spring-boot,Declarative Jenkins Pipeline for Spring Boot,A,medium
P09,jenkins,jenkins-pipelines,github-actions-vs-jenkins,GitHub Actions vs Jenkins: Key Differences,B,medium
P09,jenkins,jenkins-pipelines,jenkins-credentials-secrets-management,Jenkins Credentials and Secrets Management,A,medium
P09,jenkins,jenkins-pipelines,jenkins-deploy-kubernetes,Deploying to Kubernetes from Jenkins,A,medium
P09,jenkins,jenkins-pipelines,jenkins-sonarqube-integration,SonarQube Integration with Jenkins,A,medium
P09,jenkins,jenkins-pipelines,jenkinsfile-structure-declarative,Jenkinsfile Structure and Syntax,A,medium
P09,kubernetes,comparisons,deployment-vs-statefulset-vs-daemonset,"K8s Workload Types Compared: Deployment, StatefulSet, DaemonSet, Job",B,high
P09,kubernetes,comparisons,kubernetes-vs-docker-swarm-vs-nomad,Kubernetes vs Docker Swarm vs Nomad: Container Orchestration Compared,B,high
P09,kubernetes,helm,gitops-argocd-flux-deployment-model,GitOps with ArgoCD and Flux: Declarative Deployment and Drift Detection,A,medium
P09,kubernetes,helm,helm-chart-structure-values-templating,"Helm Charts: Structure, Values Overrides, and Go Templating",A,medium
P09,kubernetes,helm,helm-release-lifecycle-upgrade-rollback,"Helm Release Lifecycle: Install, Upgrade, Rollback, History",C,high
P09,kubernetes,helm,helm-vs-kustomize-when-to-use,Helm vs Kustomize: When to Use Each (and When to Combine),E,high
P09,kubernetes,kubernetes-configuration,kubernetes-configmaps-secrets-spring-boot,ConfigMaps and Secrets: Spring Boot Config Management in Kubernetes,A,medium
P09,kubernetes,kubernetes-configuration,kubernetes-namespaces-rbac-multi-team,Kubernetes Namespaces and RBAC for Multi-Team Environments,A,medium
P09,kubernetes,kubernetes-fundamentals,deploying-spring-boot-kubernetes-step-by-step,Deploying Spring Boot to Kubernetes: Step-by-Step,A,medium
P09,kubernetes,kubernetes-fundamentals,spring-boot-oomkilled-kubernetes-debugging,Debugging OOMKilled Spring Boot in Kubernetes,A,medium
P09,kubernetes,kubernetes-networking,kubernetes-pod-networking-cross-node,Kubernetes Pod Networking: How Pods Communicate Across Nodes,A,medium
P09,kubernetes,kubernetes-networking,kubernetes-service-mesh-istio-linkerd-when-needed,Service Mesh: When and Why You Need Istio or Linkerd,A,medium
P09,kubernetes,kubernetes-networking,kubernetes-service-types-clusterip-nodeport-loadbalancer-ingress,Kubernetes Service Types: ClusterIP vs NodePort vs LoadBalancer vs Ingress,B,medium
P09,kubernetes,kubernetes-scaling,cluster-autoscaler-vs-karpenter-node-scaling,Cluster Autoscaler vs Karpenter: Node-Level Scaling in Kubernetes,B,medium
P09,kubernetes,kubernetes-scaling,horizontal-pod-autoscaler-spring-boot,Horizontal Pod Autoscaler (HPA) for Spring Boot Services,A,medium
P09,kubernetes,kubernetes-scaling,keda-event-driven-autoscaling-kafka-sqs,KEDA: Event-Driven Autoscaling for Kafka Consumers and Queue Workers,A,medium
P09,kubernetes,kubernetes-scaling,vertical-pod-autoscaler-vpa-sizing,Vertical Pod Autoscaler (VPA): Right-Sizing Pod Resource Requests,A,medium
P09,kubernetes,kubernetes-workloads,kubernetes-core-objects-pod-deployment-service,"Kubernetes Core Objects: Pod, Deployment, Service, ConfigMap",A,medium
P09,kubernetes,kubernetes-workloads,kubernetes-persistent-volumes-statefulsets,StatefulSets and PersistentVolumes for Stateful Java Services,A,medium
P09,kubernetes,kubernetes-workloads,kubernetes-resource-requests-limits-jvm,Kubernetes Resource Requests and Limits for JVM Apps,A,medium
P09,kubernetes,kubernetes-workloads,kubernetes-rolling-updates-rollbacks,Kubernetes Rolling Updates and Rollbacks,A,medium
P09,kubernetes,kubernetes-workloads,liveness-readiness-startup-probes-spring-boot,Kubernetes Probes: Liveness vs Readiness vs Startup for Spring Boot,B,medium
P09,kubernetes,scenario-based,crashloopbackoff-spring-boot-debugging,Debugging `CrashLoopBackOff`: Why Pods Crash and How to Fix Them,D,high
P09,kubernetes,scenario-based,dns-resolution-failing-kubernetes-coredns-debug,Debugging CoreDNS: When Kubernetes Service DNS Fails,D,high
P09,kubernetes,scenario-based,pod-stuck-in-pending-debugging,Debugging `Pending` Pods: Scheduling Failures in Kubernetes,D,high
P09,terraform,terraform-core,how-to-test-terraform-configurations,Testing Terraform Configurations,A,low
P09,terraform,terraform-core,provision-spring-boot-infrastructure-with-terraform,Provisioning Java Spring Boot App Infrastructure with Terraform,A,medium
P09,terraform,terraform-core,terraform-core-concepts-providers-resources-state-modules,"Terraform Core Concepts: Providers, Resources, State, and Modules",A,medium
P09,terraform,terraform-core,terraform-data-sources-when-to-use,Terraform Data Sources: What They Are and When to Use Them,A,medium
P09,terraform,terraform-core,terraform-import-vs-terraform-taint,terraform import vs terraform taint: Key Differences,B,medium
P09,terraform,terraform-core,terraform-plan-and-apply-safely,Using terraform plan and apply Safely,A,medium
P09,terraform,terraform-core,terraform-state-locking,Handling Terraform State Locking,A,medium
P09,terraform,terraform-core,terraform-state-management-remote-state,Terraform State Management and Why Remote State Matters,A,medium
P09,terraform,terraform-core,terraform-variables-and-workspaces,Managing Terraform Variables and Workspaces,A,medium
P09,terraform,terraform-core,what-is-terraform-module-how-to-create-one,Terraform Modules: What They Are and How to Create One,A,medium
P10,aws-cloud,aws-core-services,auto-scaling-groups-how-they-work,Auto Scaling Groups — How They Work,A,medium
P10,aws-cloud,aws-core-services,aws-codepipeline-codebuild-deployment,Deploying with AWS CodePipeline and CodeBuild,A,medium
P10,aws-cloud,aws-core-services,cloudwatch-metrics-alarms-spring-boot,CloudWatch Metrics and Alarms for Spring Boot,A,medium
P10,aws-cloud,aws-core-services,core-aws-services-overview,Core AWS Services Overview for Java Developers,A,medium
P10,aws-cloud,aws-core-services,vpc-fundamentals-java-developers,"VPC Fundamentals for Java Developers (Subnets, Security Groups)",A,medium
P10,aws-cloud,aws-messaging,sqs-dlq-retry-patterns,"SQS Dead-Letter Queues: Poison Messages, Retries, Redrive",A,medium
P10,aws-cloud,aws-messaging,sqs-sns-eventbridge-comparison,SQS vs SNS vs EventBridge — Messaging Service Comparison,B,medium
P10,aws-cloud,comparisons,ec2-vs-ecs-vs-eks-vs-fargate-vs-lambda,"AWS Compute Compared: EC2, ECS, EKS, Fargate, Lambda, App Runner",B,high
P10,aws-cloud,comparisons,rds-vs-aurora-vs-dynamodb,AWS Database Comparison: RDS vs Aurora vs DynamoDB,B,high
P10,aws-cloud,comparisons,sqs-vs-sns-vs-eventbridge-vs-kinesis,"AWS Messaging Compared: SQS, SNS, EventBridge, Kinesis, MSK",B,high
P10,aws-cloud,ecs-and-fargate,deploy-spring-boot-ecs-fargate,Deploying Spring Boot to AWS ECS Fargate,A,medium
P10,aws-cloud,ecs-and-fargate,ecs-task-definition-deep-dive,"ECS Task Definition: Production Fields, Best Practices",A,medium
P10,aws-cloud,iam-and-security,iam-role-vs-user-best-practices,IAM Users vs Roles vs Instance Profiles: Best Practices,B,medium
P10,aws-cloud,iam-and-security,iam-roles-least-privilege,IAM Roles and Policies — Least Privilege Principle,A,medium
P10,aws-cloud,iam-and-security,secrets-manager-vs-parameter-store,AWS Secrets Manager vs Parameter Store,B,medium
P10,aws-cloud,rds-with-spring,rds-aurora-dynamodb-comparison,RDS vs Aurora vs DynamoDB — When to Choose,B,medium
P10,aws-cloud,rds-with-spring,rds-connection-pooling-hikaricp-rds-proxy,Spring Boot + RDS Connection Pooling: HikariCP + RDS Proxy,A,medium
P10,aws-cloud,s3-storage,s3-integration-spring-boot,S3 Integration with Spring Boot,A,medium
P10,aws-cloud,s3-storage,s3-storage-classes-lifecycle-cost-optimization,S3 Storage Classes and Lifecycle: Cost Optimization,C,high
P10,aws-cloud,scenario-based,aws-bill-doubled-overnight-debug,"AWS Bill Doubled: Cost Explorer, Untagged Resources, Egress",D,high
P10,aws-cloud,scenario-based,ec2-instance-cant-reach-rds-debug,EC2 Cannot Connect to RDS: VPC Networking Debug Walkthrough,D,high
P10,aws-cloud,serverless,lambda-java-cold-start-mitigation,"Lambda Java Cold Starts: SnapStart, Provisioned Concurrency, GraalVM",A,medium
P10,aws-cloud,serverless,lambda-spring-cloud-function,AWS Lambda with Spring Cloud Function,A,medium
P10,azure,azure-api-and-observability,azure-api-management-spring-boot-microservices,Azure API Management for Spring Boot Microservices,A,medium
P10,azure,azure-api-and-observability,azure-application-insights-spring-boot,Azure Application Insights for Spring Boot Observability,A,medium
P10,azure,azure-compute-and-deployment,azure-container-registry-aks-pipeline,Azure Container Registry + AKS Deployment Pipeline,A,medium
P10,azure,azure-compute-and-deployment,azure-functions-java-serverless,Azure Functions with Java — Serverless Spring,A,medium
P10,azure,azure-compute-and-deployment,azure-spring-apps-deployment,Deploying Spring Boot to Azure Spring Apps,A,medium
P10,azure,azure-core-services,azure-core-services-java-backend,Azure Core Services for Java Backend Developers,A,medium
P10,azure,azure-messaging,azure-service-bus-vs-event-hub-java,Azure Service Bus vs Event Hubs — Messaging Choice for Java,B,medium
P10,azure,azure-security-and-iam,azure-active-directory-spring-security,Azure Active Directory Authentication with Spring Security,A,medium
P10,azure,azure-security-and-iam,azure-key-vault-spring-boot,Azure Key Vault Integration with Spring Boot,A,medium
P10,azure,azure-security-and-iam,azure-managed-identity-passwordless,Managed Identity for Passwordless Azure Resource Access,A,medium
P10,azure,azure-storage-and-data,azure-blob-storage-spring-boot,Azure Blob Storage with Spring Boot (azure-storage-blob),A,medium
P10,azure,azure-storage-and-data,azure-sql-vs-cosmos-db-java,Azure SQL Database vs Cosmos DB for Java Apps,B,medium
P10,cloud-native,12-factor-app,12-factor-app-methodology-modern-cloud-native,12-Factor App: Principles and Modern Cloud-Native Application,A,medium
P10,cloud-native,cloud-design-patterns,essential-cloud-design-patterns-java,Essential Cloud Design Patterns for Production Java Services,A,medium
P10,cloud-native,comparisons,containers-vs-vms-vs-serverless-and-orchestrator-choice,Containers vs VMs vs Serverless; Kubernetes vs ECS vs Cloud Run vs Lambda for Java,B,high
P10,cloud-native,cost-optimization,cloud-cost-optimization-finops-java-backend-40-percent,"Cloud Cost Optimization: FinOps, Rightsizing, Spot, Autoscaling, Data Transfer, and Observability Costs",A,medium
P10,cloud-native,deployment-strategies,deployment-strategies-rolling-blue-green-canary-progressive,"Deployment Strategies: Rolling, Blue/Green, Canary, Shadow, Feature Flags",A,medium
P10,cloud-native,disaster-recovery,disaster-recovery-rpo-rto-strategies-java-services,"Disaster Recovery: RPO, RTO, Strategies, and Game Day",A,medium
